,name,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
742,discoveri,157,100,0.610894942,0.38910505799999995,257,0.00514,6.203027187000001
743,discus,352,252,0.5827814570000001,0.417218543,604,0.01208,5.315510111
744,disguis,124,147,0.457564576,0.542435424,271,0.00542,6.156837803999999
745,disgust,181,394,0.314782609,0.6852173909999999,575,0.0115,5.34899878
746,dislik,193,245,0.440639269,0.559360731,438,0.008759999999999999,5.65648348
747,disney,259,228,0.531827515,0.468172485,487,0.00974,5.214500363
748,display,442,347,0.560202788,0.43979721200000005,789,0.015780000000000002,5.076917648
749,distanc,124,125,0.49799196799999995,0.502008032,249,0.00498,6.262970223
750,distinct,200,134,0.598802395,0.401197605,334,0.006679999999999999,5.956167109
751,distract,226,282,0.44488189,0.55511811,508,0.010159999999999999,5.545036262999999
752,distribut,129,132,0.494252874,0.505747126,261,0.005220000000000001,6.195780778
753,disturb,491,387,0.559225513,0.44077448700000005,878,0.01756,4.895185888
754,diver,150,94,0.6147540979999999,0.38524590200000003,244,0.00488,6.199397417999999
755,divorc,143,97,0.595833333,0.40416666700000003,240,0.0048,6.192177171
756,do,282,516,0.353383459,0.646616541,798,0.01596,5.10078513
757,doctor,392,423,0.480981595,0.519018405,815,0.0163,4.821288642
758,documentari,586,349,0.6267379679999999,0.373262032,935,0.0187,4.615648992
759,dog,460,568,0.447470817,0.552529183,1028,0.02056,4.625361433
760,doll,101,145,0.410569106,0.589430894,246,0.00492,6.092950537
761,dollar,227,405,0.359177215,0.640822785,632,0.01264,5.261600481
762,domin,280,146,0.657276995,0.342723005,426,0.00852,5.688571795
763,don,135,119,0.531496063,0.46850393700000004,254,0.0050799999999999994,6.2066701779999995
764,donald,200,106,0.653594771,0.346405229,306,0.0061200000000000004,5.987915807
765,doom,171,164,0.510447761,0.489552239,335,0.0067,5.914436436
766,door,374,455,0.451145959,0.548854041,829,0.01658,4.954950506
767,doubl,274,270,0.503676471,0.496323529,544,0.010879999999999999,5.429557617
768,doubt,751,783,0.489569752,0.5104302479999999,1534,0.030680000000000002,4.414910709
769,dougla,202,70,0.742647059,0.257352941,272,0.0054399999999999995,5.959012061
770,down,295,270,0.522123894,0.477876106,565,0.0113,5.448186437
771,downright,119,211,0.36060606100000003,0.639393939,330,0.0066,5.987915807
772,dozen,223,283,0.44071146200000005,0.559288538,506,0.01012,5.526379005
773,dr,362,356,0.504178273,0.49582172700000005,718,0.01436,4.909047496
774,drag,323,585,0.355726872,0.6442731279999999,908,0.01816,4.932245713
775,dragon,93,104,0.47208121799999997,0.527918782,197,0.00394,6.213996217999999
777,dramat,642,541,0.542688081,0.457311919,1183,0.02366,4.634411269
778,draw,447,335,0.5716112529999999,0.428388747,782,0.01564,5.093564882
779,drawn,391,299,0.566666667,0.433333333,690,0.0138,5.232248268999999
780,dread,165,478,0.25660964199999997,0.743390358,643,0.01286,5.287463992
781,dream,797,505,0.612135177,0.38786482299999997,1302,0.026039999999999997,4.437673918
782,dress,427,528,0.447120419,0.552879581,955,0.0191,4.839722344
783,drew,127,69,0.647959184,0.35204081600000003,196,0.00392,6.286408795
784,dri,151,259,0.36829268299999995,0.631707317,410,0.0082,5.749060556
785,drink,284,352,0.446540881,0.553459119,636,0.01272,5.255942758
786,drive,584,670,0.46570972899999996,0.534290271,1254,0.02508,4.540479448999999
787,driven,273,151,0.643867925,0.356132075,424,0.00848,5.710550701
788,driver,183,164,0.527377522,0.47262247799999996,347,0.006940000000000001,5.791519763999999
789,drop,395,495,0.443820225,0.556179775,890,0.0178,4.954950506
790,drug,442,520,0.45945945899999996,0.540540541,962,0.01924,4.685704563
791,drunk,172,287,0.374727669,0.625272331,459,0.009179999999999999,5.589316837
792,dub,231,325,0.41546762600000003,0.584532374,556,0.01112,5.314014224
793,dude,107,246,0.303116147,0.696883853,353,0.0070599999999999994,5.853651545
794,dull,247,1020,0.194948698,0.8050513020000001,1267,0.02534,4.559978674
795,dumb,220,718,0.234541578,0.765458422,938,0.01876,4.815824147
796,dump,95,159,0.374015748,0.6259842520000001,254,0.0050799999999999994,6.199397417999999
797,duti,171,123,0.581632653,0.41836734700000006,294,0.00588,6.067225645
799,dynam,187,84,0.6900369000000001,0.3099631,271,0.00542,6.174351387000001
800,ear,155,199,0.437853107,0.562146893,354,0.0070799999999999995,5.884904089
802,earlier,577,507,0.532287823,0.467712177,1084,0.02168,4.7627613030000004
803,earn,218,221,0.496583144,0.503416856,439,0.00878,5.697305475
804,earth,487,600,0.44802207899999996,0.551977921,1087,0.02174,4.625361433
805,easi,845,494,0.6310679610000001,0.368932039,1339,0.02678,4.552272856
806,easili,768,643,0.544294826,0.455705174,1411,0.02822,4.495308305
807,east,166,120,0.58041958,0.41958042,286,0.00572,6.017679909
808,eat,381,498,0.433447099,0.566552901,879,0.017580000000000002,4.8728222919999995
809,ed,153,294,0.342281879,0.657718121,447,0.00894,5.470659293
810,eddi,154,127,0.548042705,0.451957295,281,0.00562,5.833346279
811,edg,545,259,0.6778606970000001,0.322139303,804,0.01608,5.052455159
812,edit,720,1082,0.39955604899999997,0.600443951,1802,0.036039999999999996,4.184011423
813,editor,102,154,0.3984375,0.6015625,256,0.00512,6.188586502000001
814,educ,272,197,0.579957356,0.42004264399999997,469,0.00938,5.573691519
815,edward,224,147,0.603773585,0.396226415,371,0.00742,5.770064829
816,eeri,191,65,0.74609375,0.25390625,256,0.00512,6.232549626
818,effort,665,1037,0.390716804,0.609283196,1702,0.03404,4.281835624
819,elabor,125,132,0.486381323,0.5136186770000001,257,0.00514,6.236301975
820,electr,109,137,0.44308943100000003,0.556910569,246,0.00492,6.221376325
821,element,909,741,0.550909091,0.449090909,1650,0.033,4.2770547389999996
822,elev,141,118,0.544401544,0.45559845600000004,259,0.00518,6.174351387000001
823,elizabeth,129,103,0.556034483,0.44396551700000003,232,0.00464,6.167309104
824,em,125,115,0.520833333,0.47916666700000005,240,0.0048,6.192177171
825,embarrass,148,699,0.17473435699999998,0.8252656429999999,847,0.01694,5.010758978
826,emerg,241,157,0.605527638,0.394472362,398,0.00796,5.767709115
828,employ,184,182,0.50273224,0.49726776,366,0.00732,5.858792945
829,encount,353,283,0.5550314470000001,0.444968553,636,0.01272,5.271579181
830,encourag,197,130,0.6024464829999999,0.397553517,327,0.006540000000000001,5.9762538670000005
832,end film,348,339,0.506550218,0.493449782,687,0.01374,5.246118117
833,end movi,300,460,0.39473684200000003,0.605263158,760,0.0152,5.146500316
834,endear,193,93,0.674825175,0.325174825,286,0.00572,6.146475017
835,endless,115,306,0.273159145,0.726840855,421,0.00842,5.723973722
836,endur,167,208,0.445333333,0.554666667,375,0.0075,5.848536444
837,enemi,274,208,0.56846473,0.43153527,482,0.009640000000000001,5.493648811
838,energi,265,261,0.503802281,0.496197719,526,0.01052,5.474161923
839,engag,573,373,0.605708245,0.394291755,946,0.01892,4.886375258
840,engin,130,118,0.524193548,0.47580645200000005,248,0.00496,6.177891213
841,england,294,141,0.675862069,0.324137931,435,0.0087,5.629482877999999
842,english,736,568,0.564417178,0.43558282200000004,1304,0.026080000000000002,4.447680256
843,enhanc,203,102,0.66557377,0.33442623,305,0.0061,6.064056071
845,enjoy film,412,167,0.711571675,0.288428325,579,0.01158,5.42620753
846,enjoy movi,417,209,0.666134185,0.333865815,626,0.01252,5.352099558
847,enjoy watch,226,122,0.649425287,0.350574713,348,0.006959999999999999,5.939265298
848,enorm,157,103,0.603846154,0.39615384600000003,260,0.0052,6.2066701779999995
849,ensembl,192,51,0.7901234570000001,0.209876543,243,0.00486,6.2785347389999995
850,ensu,166,112,0.597122302,0.40287769799999995,278,0.00556,6.181443615
851,enter,412,337,0.550066756,0.449933244,749,0.014980000000000002,5.110493944
853,enthusiast,129,117,0.524390244,0.475609756,246,0.00492,6.290369197
855,entir film,136,242,0.35978836,0.64021164,378,0.007559999999999999,5.853651545
856,entir movi,120,309,0.27972028,0.72027972,429,0.008579999999999999,5.71723969
857,entri,183,160,0.533527697,0.466472303,343,0.00686,5.879627031
858,environ,228,116,0.662790698,0.33720930200000004,344,0.00688,5.90900164
859,epic,323,218,0.597042514,0.40295748600000003,541,0.01082,5.37090889
861,equal,608,465,0.566635601,0.433364399,1073,0.02146,4.785410354
862,era,664,386,0.632380952,0.36761904799999995,1050,0.021,4.755039256
863,eric,167,128,0.566101695,0.433898305,295,0.0059,5.922644417000001
864,erot,135,145,0.48214285700000004,0.517857143,280,0.0056,6.026784676
865,error,101,167,0.37686567200000004,0.623134328,268,0.00536,6.122704797999999
866,escap,723,619,0.538748137,0.461251863,1342,0.02684,4.479611449
868,essenc,164,92,0.640625,0.359375,256,0.00512,6.240068458
869,essenti,407,317,0.562154696,0.437845304,724,0.014480000000000002,5.185164926000001
870,establish,316,253,0.555360281,0.444639719,569,0.01138,5.386858191
871,etc,192,224,0.46153846200000004,0.538461538,416,0.008320000000000001,5.708330945
872,etern,128,130,0.496124031,0.503875969,258,0.0051600000000000005,6.210326489
873,europ,223,129,0.633522727,0.366477273,352,0.00704,5.8258368570000005
874,european,281,199,0.5854166670000001,0.41458333299999994,480,0.0096,5.539402445
875,even,391,355,0.5241286860000001,0.475871314,746,0.01492,5.156665588
876,event,947,707,0.572551391,0.427448609,1654,0.03308,4.2335019769999995
877,eventu,703,544,0.5637530070000001,0.43624699299999997,1247,0.02494,4.589235131000001
878,ever,145,139,0.51056338,0.48943662,284,0.005679999999999999,6.149917361
879,everybodi,390,343,0.532060027,0.46793997299999995,733,0.01466,5.142714823
880,everyday,219,88,0.713355049,0.28664495100000004,307,0.00614,6.0452467389999995
881,evid,322,367,0.467343977,0.5326560229999999,689,0.01378,5.1786161139999995
882,evil,751,896,0.455980571,0.544019429,1647,0.03294,4.178233843
883,ex,357,374,0.48837209299999995,0.511627907,731,0.01462,5.1129359480000005
884,exact,166,188,0.468926554,0.5310734460000001,354,0.0070799999999999995,5.8875530970000005
885,exactli,779,890,0.466746555,0.533253445,1669,0.03338,4.319268799
886,exagger,153,200,0.43342776200000005,0.566572238,353,0.0070599999999999994,5.919900931
887,examin,183,112,0.620338983,0.37966101700000005,295,0.0059,6.035973102000001
890,except,641,606,0.514033681,0.485966319,1247,0.02494,4.63820634
891,excess,149,179,0.454268293,0.5457317070000001,328,0.00656,5.96186513
892,exchang,141,124,0.532075472,0.46792452799999995,265,0.0053,6.195780778
893,excit,792,747,0.514619883,0.48538011700000006,1539,0.030780000000000002,4.395036522
894,excus,170,660,0.204819277,0.795180723,830,0.0166,5.030826541000001
895,execut,443,588,0.42967992200000005,0.570320078,1031,0.02062,4.789825373
896,exercis,113,182,0.383050847,0.616949153,295,0.0059,6.086457007000001
897,exist,697,882,0.441418619,0.558581381,1579,0.031580000000000004,4.35528845
899,expens,182,188,0.49189189200000005,0.508108108,370,0.0074,5.871763295
901,experienc,282,204,0.580246914,0.419753086,486,0.00972,5.5912872810000005
902,expert,170,165,0.5074626870000001,0.492537313,335,0.0067,5.933694253
903,explain,633,940,0.402415766,0.5975842339999999,1573,0.03146,4.337116456
904,explan,174,377,0.31578947399999996,0.684210526,551,0.01102,5.419540839
905,explod,119,170,0.41176470600000004,0.588235294,289,0.0057799999999999995,6.0452467389999995
906,exploit,284,372,0.43292682899999996,0.567073171,656,0.01312,5.185164926000001
907,explor,476,257,0.649386085,0.350613915,733,0.01466,5.115383929
908,explos,247,233,0.5145833329999999,0.485416667,480,0.0096,5.539402445
909,expo,199,184,0.519582245,0.480417755,383,0.007659999999999999,5.798774935
910,express,643,471,0.577199282,0.42280071799999996,1114,0.02228,4.689699774
911,extend,165,140,0.540983607,0.45901639299999997,305,0.0061,6.051477287999999
912,extent,145,154,0.484949833,0.5150501670000001,299,0.00598,6.070405298
913,extra,485,447,0.520386266,0.47961373399999996,932,0.01864,4.900114434
914,extraordinari,280,55,0.835820896,0.164179104,335,0.0067,5.930920326
916,ey,115,153,0.42910447799999996,0.570895522,268,0.00536,6.199397417999999
918,fabul,230,70,0.7666666670000001,0.233333333,300,0.006,6.057746901
919,fac,110,130,0.45833333299999995,0.541666667,240,0.0048,6.286408795
921,facial,181,145,0.5552147239999999,0.444785276,326,0.006520000000000001,5.996752389
923,factor,232,262,0.46963562799999997,0.5303643720000001,494,0.00988,5.565969472999999
924,fade,146,172,0.45911949700000004,0.540880503,318,0.00636,6.014663315
925,fail,621,1563,0.284340659,0.715659341,2184,0.043680000000000004,4.002575499
926,failur,170,331,0.33932135700000005,0.660678643,501,0.010020000000000001,5.550702001
927,fair,393,544,0.419423693,0.5805763070000001,937,0.01874,4.932245713
928,fairli,489,532,0.478942214,0.521057786,1021,0.020419999999999997,4.814009265
929,faith,398,246,0.6180124220000001,0.381987578,644,0.01288,5.172109911000001
930,fake,233,587,0.284146341,0.7158536590000001,820,0.0164,4.976048335
932,fall love,462,270,0.631147541,0.36885245899999997,732,0.01464,5.150300194
933,fallen,140,133,0.512820513,0.487179487,273,0.0054600000000000004,6.156837803999999
934,fals,159,186,0.460869565,0.539130435,345,0.0069,5.903596222000001
935,fame,292,167,0.636165577,0.36383442299999996,459,0.009179999999999999,5.583428694
937,familiar,614,382,0.616465863,0.38353413700000005,996,0.01992,4.847192033
938,famou,746,425,0.63706234,0.36293766,1171,0.02342,4.647373707
940,fanci,136,140,0.492753623,0.5072463770000001,276,0.005520000000000001,6.163806472999999
941,fantasi,433,371,0.538557214,0.461442786,804,0.01608,4.937360813
942,fantast,986,283,0.776989756,0.223010244,1269,0.02538,4.569162772
944,far better,103,152,0.403921569,0.596078431,255,0.0051,6.247644252000001
945,fare,197,190,0.509043928,0.490956072,387,0.00774,5.806083127999999
946,farm,113,115,0.495614035,0.504385965,228,0.00456,6.2066701779999995
947,fascin,636,284,0.691304348,0.308695652,920,0.0184,4.920075177
948,fashion,503,442,0.532275132,0.46772486799999996,945,0.0189,4.908050984
949,fast,681,743,0.478230337,0.5217696629999999,1424,0.028480000000000002,4.473788074
950,fast forward,46,313,0.128133705,0.871866295,359,0.00718,5.90090443
951,fat,182,300,0.377593361,0.622406639,482,0.009640000000000001,5.484744032999999
952,fatal,203,142,0.5884057970000001,0.411594203,345,0.0069,5.903596222000001
953,fate,303,207,0.594117647,0.405882353,510,0.0102,5.4918615
955,fault,266,333,0.44407345600000003,0.555926544,599,0.01198,5.3693278620000005
956,favor,213,372,0.36410256399999996,0.635897436,585,0.0117,5.398176016
957,favorit,1606,550,0.7448979590000001,0.255102041,2156,0.04312,4.024563355
958,favorit movi,233,41,0.8503649640000001,0.149635036,274,0.00548,6.181443615
959,favourit,398,144,0.734317343,0.265682657,542,0.01084,5.398176016
960,fear,635,430,0.5962441310000001,0.403755869,1065,0.0213,4.721422646000001
962,featur film,177,149,0.542944785,0.457055215,326,0.006520000000000001,5.996752389
963,feed,108,151,0.41698841700000006,0.583011583,259,0.00518,6.188586502000001
965,feel good,252,78,0.763636364,0.23636363600000002,330,0.0066,5.96186513
966,feel like,429,625,0.40702087299999995,0.592979127,1054,0.02108,4.787174023
967,feel sorri,78,164,0.32231405,0.67768595,242,0.00484,6.290369197
968,fell,289,385,0.42878338299999996,0.571216617,674,0.01348,5.261600481
969,fellow,394,222,0.63961039,0.36038961,616,0.012320000000000001,5.308052955
970,felt,977,1186,0.451687471,0.5483125289999999,2163,0.04326,4.004187752
971,felt like,137,340,0.28721174,0.71278826,477,0.00954,5.585387558
972,femal,638,890,0.41753926700000005,0.582460733,1528,0.030560000000000004,4.359883518
973,fest,84,203,0.292682927,0.707317073,287,0.0057399999999999994,6.122704797999999
974,festiv,397,205,0.659468439,0.34053156100000004,602,0.01204,5.233626629
975,fetch,127,126,0.501976285,0.498023715,253,0.00506,6.243849181
976,fi,346,461,0.42874845100000003,0.571251549,807,0.01614,4.863252841
977,fiction,472,398,0.5425287360000001,0.457471264,870,0.0174,4.869941829
978,field,294,294,0.5,0.5,588,0.01176,5.315510111
980,fight scene,176,274,0.391111111,0.6088888889999999,450,0.009000000000000001,5.564048242
981,figur,833,956,0.46562325299999996,0.534376747,1789,0.03578,4.224411005
982,fill,593,473,0.556285178,0.443714822,1066,0.02132,4.769675764
984,film 10,147,121,0.548507463,0.451492537,268,0.00536,6.217679463
985,film actual,177,210,0.457364341,0.542635659,387,0.00774,5.833346279
986,film bad,69,370,0.157175399,0.8428246009999999,439,0.00878,5.710550701
987,film base,146,120,0.54887218,0.45112782,266,0.00532,6.213996217999999
988,film best,210,75,0.736842105,0.263157895,285,0.0057,6.1362185170000005
989,film better,143,153,0.483108108,0.5168918920000001,296,0.00592,6.122704797999999
990,film charact,131,132,0.498098859,0.501901141,263,0.00526,6.210326489
991,film come,188,121,0.608414239,0.39158576100000003,309,0.00618,6.064056071
992,film director,172,124,0.581081081,0.418918919,296,0.00592,6.0832259870000005
993,film end,213,234,0.47651006700000004,0.523489933,447,0.00894,5.690748074
994,film feel,142,140,0.503546099,0.49645390100000003,282,0.00564,6.146475017
995,film festiv,320,145,0.688172043,0.311827957,465,0.0093,5.597222016
996,film film,365,273,0.572100313,0.42789968700000003,638,0.012759999999999999,5.309539944
997,film good,344,324,0.51497006,0.48502994,668,0.013359999999999999,5.260183047
998,film great,406,140,0.7435897440000001,0.256410256,546,0.010920000000000001,5.484744032999999
999,film know,130,162,0.44520547899999996,0.554794521,292,0.00584,6.1328229279999995
1000,film like,710,676,0.512265512,0.48773448799999997,1386,0.027719999999999998,4.513266885
1001,film littl,128,129,0.498054475,0.501945525,257,0.00514,6.255277877
1002,film look,233,301,0.436329588,0.563670412,534,0.01068,5.508063475
1003,film lot,155,104,0.5984555979999999,0.401544402,259,0.00518,6.247644252000001
1004,film mak,259,320,0.447322971,0.5526770289999999,579,0.01158,5.342825921
1005,film make,432,426,0.5034965029999999,0.496503497,858,0.017159999999999998,5.01851525
1006,film maker,128,212,0.376470588,0.623529412,340,0.0068,5.861373591
1007,film movi,193,183,0.513297872,0.48670212799999996,376,0.007520000000000001,5.86655495
1008,film noir,187,66,0.739130435,0.260869565,253,0.00506,6.073595094
1009,film quit,157,102,0.606177606,0.39382239399999996,259,0.00518,6.243849181
1010,film realli,370,415,0.47133758,0.52866242,785,0.0157,5.119067175
1011,film releas,157,101,0.6085271320000001,0.391472868,258,0.0051600000000000005,6.236301975
1012,film say,142,131,0.52014652,0.47985348,273,0.0054600000000000004,6.170824046
1013,film seen,302,339,0.471138846,0.528861154,641,0.012819999999999998,5.321516135
1014,film set,149,123,0.547794118,0.452205882,272,0.0054399999999999995,6.188586502000001
1015,film shot,132,110,0.545454545,0.454545455,242,0.00484,6.294345345
1016,film show,241,93,0.7215568859999999,0.278443114,334,0.006679999999999999,5.987915807
1017,film star,161,135,0.543918919,0.456081081,296,0.00592,6.099486507999999
1018,film start,133,154,0.463414634,0.5365853660000001,287,0.0057399999999999994,6.1362185170000005
1019,film stori,159,138,0.535353535,0.464646465,297,0.00594,6.112688019
1020,film take,175,119,0.595238095,0.404761905,294,0.00588,6.126066145
1021,film th,117,127,0.479508197,0.520491803,244,0.00488,6.294345345
1022,film think,204,176,0.536842105,0.463157895,380,0.0076,5.851090724
1023,film time,361,269,0.573015873,0.42698412700000005,630,0.0126,5.335163049
1024,film tri,140,224,0.384615385,0.615384615,364,0.00728,5.892872258
1025,film ve,285,323,0.46875,0.53125,608,0.012159999999999999,5.35989383
1026,film ve seen,219,217,0.502293578,0.49770642200000004,436,0.00872,5.6929291
1027,film want,121,142,0.460076046,0.539923954,263,0.00526,6.221376325
1028,film watch,290,237,0.55028463,0.44971537,527,0.01054,5.522688963999999
1029,film way,149,140,0.515570934,0.484429066,289,0.0057799999999999995,6.1362185170000005
1030,film work,191,117,0.62012987,0.37987013,308,0.0061600000000000005,6.067225645
1031,film worth,194,124,0.6100628929999999,0.389937107,318,0.00636,6.0452467389999995
1032,film year,217,108,0.667692308,0.332307692,325,0.0065,6.014663315
1033,filmmak,540,725,0.42687747,0.57312253,1265,0.0253,4.509248126
1034,films,146,111,0.568093385,0.431906615,257,0.00514,6.25145378
1035,fin,98,153,0.390438247,0.6095617529999999,251,0.00502,6.2785347389999995
1037,final scene,201,128,0.6109422489999999,0.389057751,329,0.00658,5.990852667
1038,financi,126,110,0.533898305,0.466101695,236,0.00472,6.290369197
1039,find,1134,843,0.573596358,0.426403642,1977,0.03954,4.098006507
1040,fine,1281,810,0.612625538,0.38737446200000003,2091,0.041819999999999996,4.060610846
1041,finest,378,85,0.8164146870000001,0.183585313,463,0.00926,5.615240522000001
1042,finger,172,182,0.485875706,0.514124294,354,0.0070799999999999995,5.843447375
1043,finish,585,756,0.43624161100000003,0.563758389,1341,0.02682,4.557169683
1044,fire,179,237,0.43028846200000004,0.569711538,416,0.008320000000000001,5.68207123
1045,first,319,303,0.5128617360000001,0.487138264,622,0.012440000000000001,5.350547967
1046,fish,139,160,0.464882943,0.535117057,299,0.00598,5.882262079
1047,fit,834,638,0.5665760870000001,0.433423913,1472,0.029439999999999997,4.4395424960000005
1048,fix,133,161,0.452380952,0.5476190479999999,294,0.00588,6.064056071
1049,flash,155,267,0.367298578,0.632701422,422,0.008440000000000001,5.669195516
1050,flashback,318,326,0.49378882,0.50621118,644,0.01288,5.228124552
1051,flat,259,686,0.274074074,0.7259259259999999,945,0.0189,4.8815138
1052,flaw,596,440,0.575289575,0.424710425,1036,0.02072,4.768808837
1053,flesh,204,243,0.456375839,0.543624161,447,0.00894,5.599208114
1054,fli,458,416,0.52402746,0.47597254,874,0.017480000000000002,4.864205676
1056,flight,137,125,0.522900763,0.477099237,262,0.00524,6.067225645
1057,float,126,134,0.484615385,0.515384615,260,0.0052,6.199397417999999
1058,floor,247,282,0.466918715,0.533081285,529,0.010579999999999999,5.463690624
1059,flop,82,174,0.3203125,0.6796875,256,0.00512,6.188586502000001
1060,flow,301,213,0.585603113,0.41439688700000005,514,0.01028,5.528229145
1061,focu,461,351,0.56773399,0.43226601,812,0.01624,5.028576821000001
1062,focus,494,324,0.60391198,0.39608802,818,0.01636,5.035341222
1063,folk,358,431,0.45373891,0.54626109,789,0.015780000000000002,5.064029362
1065,food,253,254,0.49901380700000003,0.500986193,507,0.01014,5.477676865
1066,fool,189,385,0.329268293,0.6707317070000001,574,0.011479999999999999,5.366173285
1067,foot,323,428,0.430093209,0.569906791,751,0.015019999999999999,5.076917648
1068,footag,310,450,0.407894737,0.592105263,760,0.0152,4.929189163999999
1069,footbal,105,110,0.48837209299999995,0.511627907,215,0.0043,6.092950537
1070,for,448,540,0.453441296,0.546558704,988,0.01976,4.8728222919999995
1072,ford,126,81,0.608695652,0.39130434799999997,207,0.00414,6.005667752000001
1073,foreign,255,211,0.5472103,0.4527897,466,0.00932,5.546921277999999
1074,forest,110,144,0.433070866,0.566929134,254,0.0050799999999999994,6.076795096000001
1075,forev,376,303,0.553755523,0.44624447700000003,679,0.013580000000000002,5.251720373
1076,forget,751,681,0.5244413410000001,0.475558659,1432,0.02864,4.482210541000001
1077,forgett,49,274,0.151702786,0.848297214,323,0.00646,5.982067837000001
1078,forgiv,190,195,0.49350649399999996,0.506493506,385,0.0077,5.7819273639999995
1079,forgot,133,213,0.384393064,0.615606936,346,0.00692,5.922644417000001
1080,forgotten,362,288,0.556923077,0.44307692299999996,650,0.013000000000000001,5.297705486
1081,form,909,630,0.590643275,0.409356725,1539,0.030780000000000002,4.387314476
1082,format,203,132,0.605970149,0.39402985100000004,335,0.0067,5.933694253
1083,formula,242,283,0.460952381,0.539047619,525,0.0105,5.432918965
1084,forth,171,197,0.464673913,0.5353260870000001,368,0.007359999999999999,5.882262079
1085,fortun,394,270,0.593373494,0.406626506,664,0.013280000000000002,5.287463992
1086,forward,515,794,0.393430099,0.606569901,1309,0.026180000000000002,4.601621446
1087,fourth,147,137,0.517605634,0.482394366,284,0.005679999999999999,6.102770583
1088,fox,207,122,0.629179331,0.370820669,329,0.00658,5.697305475
1089,frame,381,288,0.569506726,0.430493274,669,0.013380000000000001,5.21585446
1090,franc,276,147,0.65248227,0.34751773,423,0.008459999999999999,5.613222357000001
1091,franchis,64,163,0.281938326,0.7180616740000001,227,0.00454,6.228811304
1092,frank,383,203,0.653583618,0.346416382,586,0.01172,5.258767618
1093,frankli,165,309,0.348101266,0.651898734,474,0.00948,5.615240522000001
1094,freak,156,291,0.348993289,0.651006711,447,0.00894,5.611208258
1095,fred,142,111,0.561264822,0.43873517799999995,253,0.00506,6.048357161
1096,free,506,613,0.452189455,0.547810545,1119,0.02238,4.714832836
1097,freedom,274,78,0.7784090909999999,0.22159090899999997,352,0.00704,5.798774935
1098,french,512,340,0.600938967,0.39906103299999995,852,0.01704,4.7322245789999995
1099,frequent,226,217,0.5101580139999999,0.489841986,443,0.00886,5.669195516
1100,fresh,485,236,0.672676838,0.327323162,721,0.014419999999999999,5.187796507
1101,friday,141,194,0.420895522,0.579104478,335,0.0067,5.8875530970000005
1103,friendli,184,109,0.627986348,0.37201365200000003,293,0.00586,6.076795096000001
1104,friendship,382,99,0.794178794,0.205821206,481,0.00962,5.504440282999999
1105,frighten,277,195,0.586864407,0.41313559299999997,472,0.00944,5.589316837
1106,from,137,150,0.477351916,0.522648084,287,0.0057399999999999994,6.146475017
1107,frustrat,270,274,0.496323529,0.503676471,544,0.010879999999999999,5.431236879
1108,fu,83,91,0.477011494,0.522988506,174,0.0034799999999999996,6.210326489
1109,fulfil,182,107,0.629757785,0.370242215,289,0.0057799999999999995,6.109371267
1110,full,140,103,0.5761316870000001,0.423868313,243,0.00486,6.27462084
1111,fulli,412,261,0.61218425,0.38781575,673,0.01346,5.248915322
1113,fun watch,311,214,0.5923809520000001,0.407619048,525,0.0105,5.506250238
1114,function,122,122,0.5,0.5,244,0.00488,6.2785347389999995
1115,fund,73,181,0.287401575,0.712598425,254,0.0050799999999999994,6.195780778
1117,funni movi,148,134,0.524822695,0.475177305,282,0.00564,6.1328229279999995
1118,funnier,140,162,0.463576159,0.5364238410000001,302,0.00604,6.023740533
1119,funniest,414,179,0.698145025,0.301854975,593,0.011859999999999999,5.34745199
1120,funny,103,151,0.405511811,0.594488189,254,0.0050799999999999994,6.2591166529999995
1121,futur,740,520,0.587301587,0.412698413,1260,0.0252,4.562090607
1122,ga,108,127,0.45957446799999996,0.540425532,235,0.0047,6.160316067999999
1123,gag,259,331,0.438983051,0.561016949,590,0.0118,5.247515742
1124,gain,267,202,0.569296375,0.430703625,469,0.00938,5.64185417
1125,game,611,581,0.512583893,0.48741610700000004,1192,0.02384,4.347866206
1126,gang,272,315,0.46337308299999996,0.536626917,587,0.01174,5.185164926000001
1127,gangster,222,162,0.578125,0.421875,384,0.007679999999999999,5.595239855
1128,garbag,111,642,0.147410359,0.8525896409999999,753,0.015059999999999999,5.110493944
1129,garden,109,117,0.482300885,0.517699115,226,0.004520000000000001,6.228811304
1130,gari,187,134,0.582554517,0.41744548299999995,321,0.00642,5.823346196
1131,gather,168,148,0.53164557,0.46835443,316,0.00632,6.023740533
1132,gave,932,1138,0.450241546,0.549758454,2070,0.0414,4.11228609
1133,gay,238,315,0.43037974700000003,0.569620253,553,0.011059999999999999,5.10078513
1134,gem,613,161,0.791989664,0.20801033600000002,774,0.01548,5.115383929
1135,gene,164,109,0.600732601,0.39926739899999997,273,0.0054600000000000004,5.9762538670000005
1137,geniu,488,253,0.658569501,0.341430499,741,0.014819999999999998,5.115383929
1138,genr,969,834,0.537437604,0.46256239600000004,1803,0.03606,4.163934267
1139,gentleman,143,73,0.662037037,0.33796296299999995,216,0.00432,6.2785347389999995
1140,genuin,573,350,0.620801733,0.37919826700000003,923,0.01846,4.9353116319999994
1141,georg,605,456,0.5702167770000001,0.429783223,1061,0.02122,4.63214112
1142,german,330,244,0.5749128920000001,0.425087108,574,0.011479999999999999,5.075739098000001
1143,germani,167,86,0.660079051,0.339920949,253,0.00506,6.026784676
